43956,11030,3756.989,Julia Johnston,JULIA JOHNSTON
43958,16658,3953.9884,Luis Hill,LUIS HILL
43959,11035,3729.364,Julia Brown,JULIA BROWN
43960,11046,3729.364,Julia Wilson,JULIA WILSON
43963,16685,3953.9884,Robert Green,ROBERT GREEN
43964,16745,3953.9884,Martin Prasad,MARTIN PRASAD
43965,11038,3729.364,Joe Diaz,JOE DIAZ
43966,11039,3756.989,Julia Davis,JULIA DAVIS
43970,16684,3953.9884,Francisco Chandra,FRANCISCO CHANDRA
43971,16657,3953.9884,Alison Andersen,ALISON ANDERSEN
43974,13687,3953.9884,Wyatt Butler,WYATT BUTLER
43975,13540,3953.9884,Miguel Bennett,MIGUEL BENNETT
43977,16703,3953.9884,Jonathan Scott,JONATHAN SCOTT
43979,14576,772.5036,Ian Ramirez,IAN RAMIREZ
43980,11048,3729.364,Julia Taylor,JULIA TAYLOR
43981,16664,3953.9884,Aaron Hill,AARON HILL
43984,13545,3953.9884,Miguel Ross,MIGUEL ROSS
43985,13515,3953.9884,Jeremiah Long,JEREMIAH LONG
43988,11244,3756.989,Isabella Lewis,ISABELLA LEWIS
43991,16660,3953.9884,Alison Raje,ALISON RAJE
43992,16638,3953.9884,Samuel Adams,SAMUEL ADAMS
43993,16929,3953.9884,Luke Hernandez,LUKE HERNANDEZ
43998,11033,3729.364,Julia Jones,JULIA JONES
44002,14572,772.5036,Devin Ramirez,DEVIN RAMIREZ
44003,19325,772.5036,Olivia Gray,OLIVIA GRAY
44006,16744,3953.9884,Luis Green,LUIS GREEN
44010,13680,3953.9884,Wyatt Powell,WYATT POWELL
44011,13514,3953.9884,Colin Anand,COLIN ANAND
44012,11052,3729.364,Joe Romero,JOE ROMERO
44013,16928,3953.9884,Caleb Young,CALEB YOUNG
44015,13693,3953.9884,Wyatt Bryant,WYATT BRYANT
44016,11247,3729.364,Isabella Walker,ISABELLA WALKER
44019,16701,3953.9884,Francisco Sara,FRANCISCO SARA
44020,16931,3953.9884,Henry Young,HENRY YOUNG
44021,11032,3729.364,Joe Sanchez,JOE SANCHEZ
44023,19830,3729.364,Lindsay Shan,LINDSAY SHAN
44024,16663,3953.9884,Alison Chander,ALISON CHANDER
44025,16708,3953.9884,Logan Scott,LOGAN SCOTT
44026,17045,3953.9884,Johnny Yuan,JOHNNY YUAN
44028,17048,3953.9884,Johnny Kumar,JOHNNY KUMAR
44029,11050,3729.364,Julia Thomas,JULIA THOMAS
44030,12131,3953.9884,Kelli Chander,KELLI CHANDER
44031,13689,3953.9884,Wyatt Foster,WYATT FOSTER
44032,11243,3756.989,Isabella Rodriguez,ISABELLA RODRIGUEZ
44033,16693,3953.9884,Timothy Hill,TIMOTHY HILL
44034,16702,3953.9884,Francisco Rana,FRANCISCO RANA
44035,16707,3953.9884,Francisco Garcia,FRANCISCO GARCIA
44036,17046,3953.9884,Evan Hernandez,EVAN HERNANDEZ
44039,17971,772.5036,Ryan Johnson,RYAN JOHNSON
44040,11057,3729.364,Julia Martin,JULIA MARTIN
44041,16742,3953.9884,Jose Scott,JOSE SCOTT
44042,13678,3953.9884,Wyatt Perry,WYATT PERRY
44043,13679,3953.9884,Rodney Alonso,RODNEY ALONSO
44044,13690,3953.9884,Rodney Torres,RODNEY TORRES
44048,16713,3953.9884,Kyle Green,KYLE GREEN
44049,13538,3953.9884,Jon Wu,JON WU
44050,17050,3953.9884,Johnny Lal,JOHNNY LAL
44051,13691,3953.9884,Rodney Dominguez,RODNEY DOMINGUEZ
44052,16637,3953.9884,Gabriel Hill,GABRIEL HILL
44053,19329,772.5036,Cory Madan,CORY MADAN
44054,13542,3953.9884,Jon Zhou,JON ZHOU
44055,13543,3953.9884,Miguel Barnes,MIGUEL BARNES
44056,13559,3953.9884,Jon Gao,JON GAO
44057,14577,772.5036,Micheal Navarro,MICHEAL NAVARRO
44058,11056,3729.364,Julia Harris,JULIA HARRIS
44059,16688,3953.9884,Jose Green,JOSE GREEN
44063,11240,3756.989,Isabella Robinson,ISABELLA ROBINSON
44067,17049,3953.9884,Jesse King,JESSE KING
44068,13541,3953.9884,Miguel Wood,MIGUEL WOOD
44070,19829,3729.364,Lindsay Sharma,LINDSAY SHARMA
44071,16691,3953.9884,Carlos Adams,CARLOS ADAMS
44072,16656,3953.9884,Hunter Adams,HUNTER ADAMS
44073,11044,3729.364,Joe Moreno,JOE MORENO
44134,13821,3953.9884,Linda Dominguez,LINDA DOMINGUEZ
44137,17328,3953.9884,Noah Rodriguez,NOAH RODRIGUEZ
44138,13765,3953.9884,Richard Price,RICHARD PRICE
44139,13792,3953.9884,Richard Butler,RICHARD BUTLER
44140,12221,3953.9884,Emily Williams,EMILY WILLIAMS
44141,13572,3953.9884,Miguel Gonzales,MIGUEL GONZALES
44144,17071,3953.9884,Timothy Wright,TIMOTHY WRIGHT
44145,17309,3953.9884,Jose Walker,JOSE WALKER
44146,17310,3953.9884,Alan Zhou,ALAN ZHOU
44147,17320,3953.9884,Alan Sun,ALAN SUN
44149,17242,3953.9884,Terry Champion,TERRY CHAMPION
44150,17315,3953.9884,Alan Lu,ALAN LU
44152,11334,3756.989,Christy Li,CHRISTY LI
44157,17055,3953.9884,Sean King,SEAN KING
44158,13567,3953.9884,Joan Navarro,JOAN NAVARRO
44161,13772,3953.9884,Richard Ross,RICHARD ROSS
44165,17065,3953.9884,Johnny Chavez,JOHNNY CHAVEZ
44166,14581,772.5036,Seth Ramirez,SETH RAMIREZ
44167,17308,3953.9884,Alan Lin,ALAN LIN
44168,12211,3953.9884,Dawn Yuan,DAWN YUAN
44172,14584,772.5036,Dalton Ramirez,DALTON RAMIREZ
44173,13784,3953.9884,Monique Serrano,MONIQUE SERRANO
44174,17229,3953.9884,Noah Lopez,NOAH LOPEZ
44175,17246,3953.9884,Terry Rai,TERRY RAI
44176,12220,3953.9884,Dawn Shan,DAWN SHAN
44177,11337,3729.364,Christy Liu,CHRISTY LIU
44180,11058,3756.989,Joe Gutierrez,JOE GUTIERREZ
44181,17294,3953.9884,Noah Brown,NOAH BROWN
44182,17299,3953.9884,Alan Chen,ALAN CHEN
44184,17247,3953.9884,Kevin Lopez,KEVIN LOPEZ
44185,17280,3953.9884,Bethany Jai,BETHANY JAI
44187,17069,3953.9884,Sean Wright,SEAN WRIGHT
44188,20052,772.5036,Donald Fernandez,DONALD FERNANDEZ
44189,20054,772.5036,Destiny Price,DESTINY PRICE
44190,11061,3729.364,Joe Torres,JOE TORRES
44191,17248,3953.9884,Terry Nath,TERRY NATH
44192,13570,3953.9884,Miguel Foster,MIGUEL FOSTER
44194,17064,3953.9884,Jesse Wright,JESSE WRIGHT
44195,17249,3953.9884,Hunter Lewis,HUNTER LEWIS
44196,17295,3953.9884,Bethany Nara,BETHANY NARA
44199,17259,3953.9884,Robert Robinson,ROBERT ROBINSON
44200,17312,3953.9884,Jose Moore,JOSE MOORE
44201,12254,3953.9884,Colleen Chen,COLLEEN CHEN
44204,14580,772.5036,Micheal Gutierrez,MICHEAL GUTIERREZ
44205,17285,3953.9884,Bethany Pal,BETHANY PAL
44206,11250,3756.989,Natalie Smith,NATALIE SMITH
44209,17257,3953.9884,Luis Lopez,LUIS LOPEZ
44210,13783,3953.9884,Monique Blanco,MONIQUE BLANCO
44213,17351,3953.9884,Krystal Wagner,KRYSTAL WAGNER
44214,17332,3953.9884,Robert Lee,ROBERT LEE
44216,13560,3953.9884,Jon Ma,JON MA
44219,14590,772.5036,Isaiah James,ISAIAH JAMES
44220,11060,3756.989,Julia Garcia,JULIA GARCIA
44221,17255,3953.9884,Jason Lopez,JASON LOPEZ
44222,17258,3953.9884,Bethany She,BETHANY SHE
44223,13847,3953.9884,Desiree Munoz,DESIREE MUNOZ
44225,20060,772.5036,Donald Sanchez,DONALD SANCHEZ
44226,12255,3953.9884,Emily Clark,EMILY CLARK
44228,11333,3756.989,Grace Hall,GRACE HALL
44230,17241,3953.9884,Terry Raje,TERRY RAJE
44231,17973,772.5036,Vincent He,VINCENT HE
44232,17334,3953.9884,Alan He,ALAN HE
44233,13841,3953.9884,Marcus Butler,MARCUS BUTLER
44237,17056,3953.9884,Johnny Shan,JOHNNY SHAN
44238,17079,3953.9884,Shaun Deng,SHAUN DENG
44239,12217,3953.9884,Dawn Lal,DAWN LAL
44240,13580,3953.9884,Miguel Hayes,MIGUEL HAYES
44243,17278,3953.9884,Noah Smith,NOAH SMITH
44244,17329,3953.9884,Noah Lewis,NOAH LEWIS
44246,12219,3953.9884,Emily Johnson,EMILY JOHNSON
44247,17233,3953.9884,Terry Lal,TERRY LAL
44248,17240,3953.9884,Kyle Lopez,KYLE LOPEZ
44249,13845,3953.9884,Desirée Moreno,DESIRÉE MORENO
44252,13777,3953.9884,Richard Johnston,RICHARD JOHNSTON
44255,14585,772.5036,Micheal Dominguez,MICHEAL DOMINGUEZ
44256,17232,3953.9884,Hunter Rodriguez,HUNTER RODRIGUEZ
44257,12212,3953.9884,Gail Griffin,GAIL GRIFFIN
44258,13579,3953.9884,Miguel Diaz,MIGUEL DIAZ
44262,20149,772.5036,Phillip Suri,PHILLIP SURI
44263,17279,3953.9884,Noah Johnson,NOAH JOHNSON
44264,17286,3953.9884,Robert Lewis,ROBERT LEWIS
44267,19339,772.5036,Olivia Bennett,OLIVIA BENNETT
44268,13820,3953.9884,Marcus Henderson,MARCUS HENDERSON
44269,14589,772.5036,Angel James,ANGEL JAMES
44270,13794,3953.9884,Monique Rubio,MONIQUE RUBIO
44271,13846,3953.9884,Marcus Foster,MARCUS FOSTER
44272,12256,3953.9884,Colleen Li,COLLEEN LI
44275,17256,3953.9884,Terry Raji,TERRY RAJI
44276,17277,3953.9884,Bethany Shan,BETHANY SHAN
44277,17288,3953.9884,Noah Martin,NOAH MARTIN
44278,17293,3953.9884,Bethany Chander,BETHANY CHANDER
44279,17326,3953.9884,Noah Clark,NOAH CLARK
44320,14429,3953.9884,Lee Oliver,LEE OLIVER
44322,17975,772.5036,Vincent Hu,VINCENT HU
44323,11072,3756.989,Julia Lee,JULIA LEE
44324,12267,3953.9884,Hannah Smith,HANNAH SMITH
44325,11095,3729.364,Roy Vance,ROY VANCE
44326,17728,3953.9884,Samuel Martinez,SAMUEL MARTINEZ
44328,17921,3953.9884,Ethan Taylor,ETHAN TAYLOR
44329,17904,3953.9884,Dennis Ye,DENNIS YE
44332,17510,3953.9884,Gabriel Allen,GABRIEL ALLEN
44333,11343,3756.989,Rachel Davis,RACHEL DAVIS
44335,20165,772.5036,Shannon Vazquez,SHANNON VAZQUEZ
44337,11097,3729.364,Roy Malhotra,ROY MALHOTRA
44338,18188,3953.9884,Todd Wang,TODD WANG
44339,18189,3953.9884,Alexander Davis,ALEXANDER DAVIS
44340,17354,3953.9884,Thomas Williams,THOMAS WILLIAMS
44342,14610,772.5036,Clinton Alvarez,CLINTON ALVAREZ
44343,17920,3953.9884,Dennis He,DENNIS HE
44344,14427,3953.9884,Lee Rubio,LEE RUBIO
44346,14602,772.5036,Micheal Saunders,MICHEAL SAUNDERS
44347,17911,3953.9884,Hunter Thomas,HUNTER THOMAS
44348,14159,3953.9884,Sabrina Diaz,SABRINA DIAZ
44353,14591,772.5036,Micheal Vazquez,MICHEAL VAZQUEZ
44354,14603,772.5036,Micheal Rubio,MICHEAL RUBIO
44355,11093,3756.989,Jennifer Anderson,JENNIFER ANDERSON
44356,11099,3756.989,Jennifer Harris,JENNIFER HARRIS
44357,17511,3953.9884,Valerie Zhu,VALERIE ZHU
44358,17732,3953.9884,Margaret Zheng,MARGARET ZHENG
44359,14525,3953.9884,Mathew Romero,MATHEW ROMERO
44360,14158,3953.9884,Ian Brooks,IAN BROOKS
44361,13686,3953.9884,Wyatt Washington,WYATT WASHINGTON
44364,11092,3729.364,Roy Patel,ROY PATEL
44365,17912,3953.9884,Dennis Zhu,DENNIS ZHU
44366,17502,3953.9884,Jordan Hall,JORDAN HALL
44368,14150,3953.9884,Louis Liu,LOUIS LIU
44370,18193,3953.9884,Benjamin Garcia,BENJAMIN GARCIA
44371,17514,3953.9884,Valerie Gao,VALERIE GAO
44372,17736,3953.9884,Logan Miller,LOGAN MILLER
44373,13767,3953.9884,Richard Bradley,RICHARD BRADLEY
44374,14157,3953.9884,Louis Wu,LOUIS WU
44375,14183,3953.9884,Brian Kelly,BRIAN KELLY
44379,11080,3729.364,Joe Rubio,JOE RUBIO
44380,17915,3953.9884,David Moore,DAVID MOORE
44381,14191,3953.9884,Sabrina Suarez,SABRINA SUAREZ
44382,11341,3756.989,Rachel Brown,RACHEL BROWN
44387,11096,3729.364,Jennifer Jackson,JENNIFER JACKSON
44388,17924,3953.9884,Dennis Zheng,DENNIS ZHENG
44389,17925,3953.9884,Dennis Hu,DENNIS HU
44390,17353,3953.9884,Krystal Li,KRYSTAL LI
44391,17730,3953.9884,Jonathan Walker,JONATHAN WALKER
44392,17910,3953.9884,Dennis Sun,DENNIS SUN
44397,14596,772.5036,Mason James,MASON JAMES
44398,17733,3953.9884,Nathan Williams,NATHAN WILLIAMS
44401,17515,3953.9884,Cameron Thompson,CAMERON THOMPSON
44402,13666,3953.9884,Rodney Alvarez,RODNEY ALVAREZ
44403,19844,3729.364,Jasmine Barnes,JASMINE BARNES
44407,11077,3729.364,Jennifer Smith,JENNIFER SMITH
44408,11103,3729.364,Roy Arun,ROY ARUN
44412,11100,3729.364,Roy Sai,ROY SAI
44413,13606,3953.9884,Blake Butler,BLAKE BUTLER
44416,11069,3756.989,Julia Rodriguez,JULIA RODRIGUEZ
44417,17917,3953.9884,Dennis Liang,DENNIS LIANG
44418,17919,3953.9884,Dennis Guo,DENNIS GUO
44419,17352,3953.9884,Krystal Chen,KRYSTAL CHEN
44420,17512,3953.9884,Carlos Hall,CARLOS HALL
44421,13607,3953.9884,Walter Vazquez,WALTER VAZQUEZ
44422,19353,772.5036,Olivia Long,OLIVIA LONG
44424,17916,3953.9884,Dennis Ma,DENNIS MA
44425,17504,3953.9884,Adam Hall,ADAM HALL
44426,13770,3953.9884,Monique Navarro,MONIQUE NAVARRO
44427,14146,3953.9884,Louis Chen,LOUIS CHEN
44430,17927,3953.9884,Justin Jackson,JUSTIN JACKSON
44431,17725,3953.9884,Margaret Gao,MARGARET GAO
44432,14165,3953.9884,Dalton Brooks,DALTON BROOKS
44437,11076,3756.989,Julia Hall,JULIA HALL
44438,17909,3953.9884,Ethan Wilson,ETHAN WILSON
44439,14195,3953.9884,Sabrina Rubio,SABRINA RUBIO
44440,12261,3953.9884,Emily Lee,EMILY LEE
44442,14599,772.5036,Micheal Carlson,MICHEAL CARLSON
44443,17370,3953.9884,Jose Martin,JOSE MARTIN
44444,13697,3953.9884,Devin Coleman,DEVIN COLEMAN
44445,17478,3953.9884,Robert Hall,ROBERT HALL
44446,17914,3953.9884,Dennis Gao,DENNIS GAO
44447,12265,3953.9884,Colleen Wu,COLLEEN WU
44452,20164,772.5036,Phillip Sara,PHILLIP SARA
44453,17923,3953.9884,Benjamin Brown,BENJAMIN BROWN
44454,17926,3953.9884,David Taylor,DAVID TAYLOR
44455,17513,3953.9884,Angel Hall,ANGEL HALL
44460,20150,772.5036,Phillip Kapoor,PHILLIP KAPOOR
44461,17918,3953.9884,Ethan Moore,ETHAN MOORE
44462,14155,3953.9884,Louis Huang,LOUIS HUANG
44463,19340,772.5036,Cory Raman,CORY RAMAN
44465,14613,772.5036,Clinton Moreno,CLINTON MORENO
44467,11070,3756.989,Julia Lewis,JULIA LEWIS
44468,11075,3729.364,Julia Walker,JULIA WALKER
44469,17734,3953.9884,Samuel Smith,SAMUEL SMITH
44470,17735,3953.9884,Zachary Lewis,ZACHARY LEWIS
44472,13685,3953.9884,Wyatt Flores,WYATT FLORES
44474,14601,772.5036,Sheila Gutierrez,SHEILA GUTIERREZ
44475,11101,3756.989,Jennifer Thompson,JENNIFER THOMPSON
44476,17913,3953.9884,Abby Sandberg,ABBY SANDBERG
44477,17922,3953.9884,Ethan Anderson,ETHAN ANDERSON
44478,17726,3953.9884,Margaret Ma,MARGARET MA
44574,11107,3729.364,Roy Madan,ROY MADAN
44575,11110,3756.989,Jennifer Lee,JENNIFER LEE
44580,13782,3953.9884,Richard Long,RICHARD LONG
44581,11108,3729.364,Jennifer Lewis,JENNIFER LEWIS
44582,11134,3756.989,Marshall Guo,MARSHALL GUO
44583,18210,3953.9884,Todd Zhao,TODD ZHAO
44589,11104,3756.989,Jennifer Robinson,JENNIFER ROBINSON
44590,13795,3953.9884,Richard Foster,RICHARD FOSTER
44591,17987,772.5036,Brent Chen,BRENT CHEN
44594,18250,3953.9884,John Robinson,JOHN ROBINSON
44595,11124,3756.989,Roy Garcia,ROY GARCIA
44596,18238,3953.9884,Curtis Wang,CURTIS WANG
44597,12290,3953.9884,Colleen Harrison,COLLEEN HARRISON
44600,18243,3953.9884,William Martin,WILLIAM MARTIN
44601,11117,3756.989,Kaitlyn Johnson,KAITLYN JOHNSON
44602,14702,3953.9884,Hector Diaz,HECTOR DIAZ
44603,20167,772.5036,Alyssa Kelly,ALYSSA KELLY
44604,19364,772.5036,Nelson Blanco,NELSON BLANCO
44608,18200,3953.9884,Christopher Martin,CHRISTOPHER MARTIN
44609,18220,3953.9884,Todd Gao,TODD GAO
44610,18241,3953.9884,William Harris,WILLIAM HARRIS
44611,13778,3953.9884,Monique Gill,MONIQUE GILL
44618,18205,3953.9884,John Garcia,JOHN GARCIA
44619,13789,3953.9884,Richard Washington,RICHARD WASHINGTON
44620,18204,3953.9884,Benjamin Lewis,BENJAMIN LEWIS
44621,18217,3953.9884,Todd Sun,TODD SUN
44622,13771,3953.9884,Richard Blue,RICHARD BLUE
44623,12301,3953.9884,Hannah Clark,HANNAH CLARK
44624,19357,772.5036,Olivia Flores,OLIVIA FLORES
44626,18272,3953.9884,Curtis Zheng,CURTIS ZHENG
44627,11109,3729.364,Roy Srini,ROY SRINI
44628,11356,3729.364,Rachel White,RACHEL WHITE
44629,18209,3953.9884,William White,WILLIAM WHITE
44632,18196,3953.9884,Benjamin Robinson,BENJAMIN ROBINSON
44633,18203,3953.9884,Todd Lin,TODD LIN
44634,18213,3953.9884,Todd Lu,TODD LU
44635,18218,3953.9884,Alexander Walker,ALEXANDER WALKER
44636,14705,3953.9884,Jesse Richardson,JESSE RICHARDSON
44639,14617,772.5036,Clinton Munoz,CLINTON MUNOZ
44640,18246,3953.9884,Christopher Martinez,CHRISTOPHER MARTINEZ
44641,18255,3953.9884,Christopher Clark,CHRISTOPHER CLARK
44643,12280,3953.9884,Hannah Moore,HANNAH MOORE
44644,12279,3953.9884,Colleen Zhu,COLLEEN ZHU
44645,11344,3756.989,Rachel Miller,RACHEL MILLER
44650,11147,3729.364,Roy Hernandez,ROY HERNANDEZ
44651,14720,3953.9884,Hector Gutierrez,HECTOR GUTIERREZ
44653,20170,772.5036,Phillip Sullivan,PHILLIP SULLIVAN
44655,11105,3756.989,Jennifer Clark,JENNIFER CLARK
44656,18275,3953.9884,Alexander Taylor,ALEXANDER TAYLOR
44657,11120,3729.364,Kaitlyn Williams,KAITLYN WILLIAMS
44658,18201,3953.9884,Benjamin Clark,BENJAMIN CLARK
44659,18208,3953.9884,Janelle Chandra,JANELLE CHANDRA
44661,14639,772.5036,Isaac Cooper,ISAAC COOPER
44662,11151,3729.364,Kaitlyn Rodriguez,KAITLYN RODRIGUEZ
44663,18212,3953.9884,Austin Brown,AUSTIN BROWN
44664,18222,3953.9884,John Smith,JOHN SMITH
44670,18245,3953.9884,Curtis Liu,CURTIS LIU
44671,18268,3953.9884,Alexander Miller,ALEXANDER MILLER
44672,18207,3953.9884,John Martinez,JOHN MARTINEZ
44673,13790,3953.9884,Monique Suarez,MONIQUE SUAREZ
44676,18198,3953.9884,Todd Yang,TODD YANG
44679,11106,3756.989,Jennifer Rodriguez,JENNIFER RODRIGUEZ
44680,12296,3953.9884,Hannah Garcia,HANNAH GARCIA
44681,17982,772.5036,Ryan Davis,RYAN DAVIS
44685,18249,3953.9884,William Thompson,WILLIAM THOMPSON
44686,14712,3953.9884,Hector Alonso,HECTOR ALONSO
44687,20172,772.5036,Phillip Mehta,PHILLIP MEHTA
